"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"ACXM","Acxiom Corporation","26.54","$2.1B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/acxm",
"ADMS","Adamas Pharmaceuticals, Inc.","28.41","$647.15M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adms",
"ADMP","Adamis Pharmaceuticals Corporation","4.2","$131.68M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/admp",
"ADAP","Adaptimmune Therapeutics plc","7.88","$738.25M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adap",
"ADUS","Addus HomeCare Corporation","33.35","$387.92M","2009","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/adus",
"AEY","ADDvantage Technologies Group, Inc.","1.44","$14.68M","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/aey",
"IOTS","Adesto Technologies Corporation","7.7","$162.77M","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/iots",
"ADMA","ADMA Biologics Inc","2.85","$73.51M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/adma",
"ADBE","Adobe Systems Incorporated","182.24","$89.83B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/adbe",
"ADOM","ADOMANI, Inc.","4.89","$332.87M","2017","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/adom",
"ADTN","ADTRAN, Inc.","21.25","$1.02B","1994","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/adtn",
"ADRO","Aduro Biotech, Inc.","8.8","$684.03M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adro",
"AAAP","Advanced Accelerator Applications S.A.","81.2","$3.59B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aaap",
"ADES","Advanced Emissions Solutions, Inc.","11.12","$234.51M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/ades",
"AEIS","Advanced Energy Industries, Inc.","82.03","$3.25B","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/aeis",
"AMD","Advanced Micro Devices, Inc.","11.38","$10.98B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/amd",
"ADXS","Advaxis, Inc.","3.19","$131M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxs",
"ADXSW","Advaxis, Inc.","0.99","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/adxsw",
"ADVM","Adverum Biotechnologies, Inc.","3.15","$141.88M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/advm",
"AEGN","Aegion Corp","26.74","$869.77M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/aegn",
"AGLE","Aeglea BioTherapeutics, Inc.","4.54","$75.57M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agle",
"AEHR","Aehr Test Systems","3.19","$68.72M","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/aehr",
"AMTX","Aemetis, Inc","0.7","$13.88M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/amtx",
"AERI","Aerie Pharmaceuticals, Inc.","58.7","$2.15B","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/aeri",
"AVAV","AeroVironment, Inc.","42.73","$1.02B","2007","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/avav",
"AEZS","AEterna Zentaris Inc.","1.92","$31.57M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aezs",
"AEMD","Aethlon Medical, Inc.","0.9682","$14.62M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/aemd",
"GNMX","Aevi Genomic Medicine, Inc.","1.47","$87.22M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gnmx",
"AFMD","Affimed N.V.","1.975","$88.23M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/afmd",
"AGEN","Agenus Inc.","3.7","$370.68M","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agen",
"AGRX","Agile Therapeutics, Inc.","4.57","$156.23M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agrx",
"AGYS","Agilysys, Inc.","11.86","$275.18M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/agys",
"AGIO","Agios Pharmaceuticals, Inc.","59.64","$2.91B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/agio",
"AGNC","AGNC Investment Corp.","19.82","$7.76B","2008","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agnc",
"AGNCB","AGNC Investment Corp.","26.08","$9.04B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncb",
"AGNCN","AGNC Investment Corp.","25.8","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/agncn",
"AGFS","AgroFresh Solutions, Inc.","5.32","$267.79M","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfs",
"AGFSW","AgroFresh Solutions, Inc.","0.23","n/a","2014","Finance","Business Services","http://www.nasdaq.com/symbol/agfsw",
"ALRN","Aileron Therapeutics, Inc.","12.3","$181.04M","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alrn",
"AIMT","Aimmune Therapeutics, Inc.","34.95","$1.78B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aimt",
"AIRT","Air T, Inc.","21.95","$44.84M","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/airt",
"ATSG","Air Transport Services Group, Inc","23.33","$1.38B","n/a","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/atsg",
"AIRG","Airgain, Inc.","9.4","$90.04M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/airg",
"AMCN","AirMedia Group Inc","2.07","$130.03M","2007","Technology","Advertising","http://www.nasdaq.com/symbol/amcn",
"AKAM","Akamai Technologies, Inc.","55.44","$9.38B","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","4.65","$54.76M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aktx",
"AKCA","Akcea Therapeutics, Inc.","17.88","$1.19B","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akca",
"AKBA","Akebia Therapeutics, Inc.","15.36","$726.05M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akba",
"AKER","Akers Biosciences Inc","0.62","$5.52M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/aker",
"AKRX","Akorn, Inc.","33.4","$4.18B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/akrx",
"AKTS","Akoustis Technologies, Inc.","6.45","$123.1M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/akts",
"ALRM","Alarm.com Holdings, Inc.","44.2","$2.08B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/alrm",
"ALSK","Alaska Communications Systems Group, Inc.","2.14","$112.24M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/alsk",
"ALBO","Albireo Pharma, Inc.","25.99","$230.85M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/albo",
"ABDC","Alcentra Capital Corp.","7.82","$111.4M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/abdc",
"ALDR","Alder BioPharmaceuticals, Inc.","10.6","$718.26M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldr",
"ALDX","Aldeyra Therapeutics, Inc.","6.15","$117.57M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aldx",
"ALXN","Alexion Pharmaceuticals, Inc.","110.87","$24.77B","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alxn",
"ALCO","Alico, Inc.","32.25","$266.18M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/alco",
"ALGN","Align Technology, Inc.","253.89","$20.36B","2001","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/algn",
"ALIM","Alimera Sciences, Inc.","1.25","$86.44M","2010","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alim",
"ALJJ","ALJ Regional Holdings, Inc.","3.52","$128.55M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","48.4","$7.44B","1991","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/alks",
"ABTX","Allegiance Bancshares, Inc.","39.1","$515.4M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/abtx",
"AAPL","Apple Inc.","170.15","$873.6B","1980","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/aapl",
"ARCI","Appliance Recycling Centers of America, Inc.","1.03","$7.08M","n/a","Consumer Services","Home Furnishings","http://www.nasdaq.com/symbol/arci",
"APDN","Applied DNA Sciences Inc","2.34","$64.06M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdn",
"APDNW","Applied DNA Sciences Inc","0.58","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/apdnw",
"AGTC","Applied Genetic Technologies Corporation","3.95","$71.47M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/agtc",
"AMAT","Applied Materials, Inc.","56.49","$60.25B","1972","Technology","Semiconductors","http://www.nasdaq.com/symbol/amat",
"AAOI","Applied Optoelectronics, Inc.","45.04","$872.97M","2013","Technology","Semiconductors","http://www.nasdaq.com/symbol/aaoi",
"AREX","Approach Resources Inc.","2.31","$199.85M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/arex",
"APTI","Apptio, Inc.","22.48","$907.93M","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/apti",
"APRI","Apricus Biosciences, Inc.","1.6","$24.34M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apri",
"APVO","Aptevo Therapeutics Inc.","2.87","$61.5M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/apvo",
"APTO","Aptose Biosciences, Inc.","1.92","$48.78M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/apto",
"AQMS","Aqua Metals, Inc.","3.25","$66.31M","2015","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/aqms",
"AQB","AquaBounty Technologies, Inc.","4.32","$38.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aqb",
"AQXP","Aquinox Pharmaceuticals, Inc.","11.11","$260.7M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/aqxp",
"ARDM","Aradigm Corporation","3.57","$54.08M","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ardm",
"ARLZ","Aralez Pharmaceuticals Inc.","1.65","$108.85M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arlz",
"PETX","Aratana Therapeutics, Inc.","7.19","$309.17M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/petx",
"ABUS","Arbutus Biopharma Corporation","5.75","$316.55M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/abus",
"ARCW","ARC Group Worldwide, Inc.","2.05","$37.33M","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/arcw",
"ABIO","ARCA biopharma, Inc.","1.45","$17.04M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/abio",
"RKDA","Arcadia Biosciences, Inc.","0.2383","$10.17M","2015","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/rkda",
"ARCB","ArcBest Corporation","32.35","$829.35M","n/a","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/arcb",
"ACGL","Arch Capital Group Ltd.","95.96","$12.56B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acgl",
"ACGLO","Arch Capital Group Ltd.","25.46","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglo",
"ACGLP","Arch Capital Group Ltd.","24.95","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/acglp",
"APLP","Archrock Partners, L.P.","11.83","$830.3M","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/aplp",
"FUV","Arcimoto, Inc.","3.73","$65.01M","2017","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/fuv",
"ARCT","Arcturus Therapeutics Ltd.","10.01","$5.63M","2013","n/a","n/a","http://www.nasdaq.com/symbol/arct",
"ARDX","Ardelyx, Inc.","5.7","$270.95M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ardx",
"ARNA","Arena Pharmaceuticals, Inc.","26.53","$1.04B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arna",
"ARCC","Ares Capital Corporation","16.4","$6.99B","2004","n/a","n/a","http://www.nasdaq.com/symbol/arcc",
"ARGX","argenx SE","24.19","$650.02M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/argx",
"AGII","Argo Group International Holdings, Ltd.","58.225","$1.73B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agii",
"AGIIL","Argo Group International Holdings, Ltd.","25.4646","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/agiil",
"ARGS","Argos Therapeutics, Inc.","0.1989","$17.48M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/args",
"ARKR","Ark Restaurants Corp.","24.04","$82.35M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/arkr",
"ARTX","Arotech Corporation","3.9","$102.94M","1994","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artx",
"ARQL","ArQule, Inc.","1.42","$123.7M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arql",
"ARRY","Array BioPharma Inc.","11.52","$2.27B","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arry",
"ARRS","ARRIS International plc","28.67","$5.36B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/arrs",
"DWAT","Arrow DWA Tactical ETF","11.6357","$8.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwat",
"AROW","Arrow Financial Corporation","35.05","$487.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/arow",
"ARWR","Arrowhead Pharmaceuticals, Inc.","3.7","$276.66M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/arwr",
"ASNS","Arsanis, Inc.","13.93","$150.71M","2017","n/a","n/a","http://www.nasdaq.com/symbol/asns",
"ARTNA","Artesian Resources Corporation","39.34","$361.65M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/artna",
"ARTW","Art&#39;s-Way Manufacturing Co., Inc.","2.5501","$10.61M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/artw",
"ASNA","Ascena Retail Group, Inc.","2.25","$441.02M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/asna",
"ASND","Ascendis Pharma A/S","36.94","$1.34B","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asnd",
"ASCMA","Ascent Capital Group, Inc.","12.06","$148.66M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ascma",
"APWC","Asia Pacific Wire & Cable Corporation Limited","2.85","$39.39M","n/a","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/apwc",
"ASML","ASML Holding N.V.","180.33","$77.64B","1995","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/asml",
"ASPU","Aspen Group Inc.","8.87","$120.57M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/aspu",
"AZPN","Aspen Technology, Inc.","67.29","$4.88B","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/azpn",
"ASMB","Assembly Biosciences, Inc.","35.54","$618.32M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/asmb",
"ASFI","Asta Funding, Inc.","7.05","$46.7M","1995","Finance","Finance Companies","http://www.nasdaq.com/symbol/asfi",
"ASTE","Astec Industries, Inc.","53.28","$1.23B","1986","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/aste",
"ATRO","Astronics Corporation","38.44","$1.08B","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/atro",
"ALOT","AstroNova, Inc.","12.25","$82.59M","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/alot",
"ASTC","Astrotech Corporation","2.7","$12.17M","n/a","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/astc",
"ASUR","Asure Software Inc","13.98","$174.29M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/asur",
"ASV","ASV Holdings, Inc.","8","$78.4M","2017","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/asv",
"ATAI","ATA Inc.","4.39","$106.42M","2008","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/atai",
"ATRA","Atara Biotherapeutics, Inc.","14.6","$446.7M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/atra",
"ATHN","athenahealth, Inc.","128.83","$5.16B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/athn",
"ATNX","Athenex, Inc.","17.91","$1.04B","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atnx",
"ATHX","Athersys, Inc.","1.84","$218.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/athx",
"ATAC","Atlantic Acquisition Corp.","9.9","$58.14M","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atac",
"ATACR","Atlantic Acquisition Corp.","0.518","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacr",
"ATACU","Atlantic Acquisition Corp.","10.26","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/atacu",
"AAME","Atlantic American Corporation","3.6","$73.67M","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aame",
"ACBI","Atlantic Capital Bancshares, Inc.","16.55","$425.8M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/acbi",
"ACFC","Atlantic Coast Financial Corporation","9.07","$141.07M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/acfc",
"AY","Atlantica Yield plc","22.8","$2.28B","2014","n/a","n/a","http://www.nasdaq.com/symbol/ay",
"ATLC","Atlanticus Holdings Corporation","2.44","$37.68M","1995","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/atlc",
"AAWW","Atlas Air Worldwide Holdings","53.55","$1.35B","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/aaww",
"AFH","Atlas Financial Holdings, Inc.","18.85","$226.78M","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afh",
"AFHBL","Atlas Financial Holdings, Inc.","26.07","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/afhbl",
"TEAM","Atlassian Corporation Plc","52.37","$12.05B","2015","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/team",
"ATNI","ATN International, Inc.","54.62","$874.82M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/atni",
"ATOM","Atomera Incorporated","2.94","$35.75M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/atom",
"ATOS","Atossa Genetics Inc.","0.3324","$8.82M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/atos",
"ATRC","AtriCure, Inc.","18.06","$622.6M","2005","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atrc",
"ATRI","Atrion Corporation","641.9","$1.19B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/atri",
"ATTU","Attunity Ltd.","7.67","$131.52M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/attu",
"LIFE","aTyr Pharma, Inc.","3.85","$114.39M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/life",
"AUBN","Auburn National Bancorporation, Inc.","35.5","$129.35M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/aubn",
"BOLD","Audentes Therapeutics, Inc.","27.57","$766.01M","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/bold",
"AUDC","AudioCodes Ltd.","6.64","$215.21M","1999","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/audc",
